x,y,z
19.02897596774194,-2.5098041882159388,58.87471111479158
19.02897596774194,-1.4156727709226091,59.0563115934046
19.02897596774194,-0.3215413536292795,59.27696151121349
19.02897596774194,0.7725900636640501,59.507238822995205
19.02897596774194,1.8667214809573798,59.74475425831676
19.02897596774194,2.9608528982507094,59.969908208852694
19.02897596774194,4.054984315544039,60.204471394867745
19.02897596774194,5.149115732837369,60.453499563065506
19.02897596774194,6.243247150130698,60.70206831381569
19.02897596774194,7.337378567424028,60.958792409038274
19.02897596774194,8.431509984717358,61.22340900813443
19.02897596774194,9.525641402010688,61.44871359988451
19.02897596774194,10.619772819304018,61.72922529477295
19.02897596774194,11.713904236597347,61.99063156698956
19.02897596774194,12.808035653890677,62.25531656056313
19.02897596774194,13.902167071184007,62.52993030015977
19.02897596774194,14.996298488477336,62.81877498207338
19.02897596774194,16.090429905770666,63.097429398158326
19.02897596774194,17.184561323063996,63.379805316325395
19.02897596774194,18.278692740357325,63.6347650674521
19.02897596774194,19.372824157650655,63.91583396309652
19.02897596774194,20.466955574943984,64.19998471826406
19.02897596774194,21.561086992237314,64.49580290175575
19.02897596774194,22.655218409530644,64.78513445585536
19.02897596774194,23.749349826823973,65.06577512942468
19.02897596774194,24.843481244117303,65.37784845283184
19.02897596774194,25.937612661410633,65.7063346563359
19.02897596774194,27.031744078703962,66.0049012914975
19.02897596774194,28.125875495997292,66.23981151911316
19.02897596774194,29.22000691329062,66.49143715300235
19.02897596774194,30.31413833058395,66.77388101977064
19.02897596774194,31.408269747877284,67.05773288322395
19.02897596774194,32.50240116517061,67.3800510376307
19.02897596774194,33.59653258246394,67.67518137911263
19.02897596774194,34.69066399975727,67.96766650655522
19.02897596774194,35.7847954170506,68.25710941973463
19.02897596774194,36.87892683434393,68.52486931913137
19.02897596774194,37.973058251637255,68.82461438696423
19.02897596774194,39.06718966893059,69.1241592638833
19.02897596774194,40.16132108622392,69.41711596519575
19.02897596774194,41.25545250351725,69.72092969859727
19.02897596774194,42.34958392081057,70.02729283156171
19.02897596774194,43.44371533810391,70.33113350266404
19.02897596774194,44.53784675539724,70.62354410834956
19.02897596774194,45.631978172690566,70.92222893994335
19.02897596774194,46.72610958998389,71.23552351318035
19.02897596774194,47.820241007277225,71.55102030584916
19.02897596774194,48.91437242457056,71.8709714595396
19.02897596774194,50.008503841863885,72.20335107274062
19.02897596774194,51.10263525915721,72.52978442747427
19.02897596774194,52.196766676450544,72.87015121503289
19.02897596774194,53.29089809374388,73.2061176982653
19.02897596774194,54.3850295110372,73.53807776315945
19.02897596774194,55.47916092833053,73.89072899882979
19.02897596774194,56.57329234562386,74.22422083798125
19.02897596774194,57.667423762917196,74.57741405133876
19.02897596774194,58.76155518021052,74.9164519512772
19.02897596774194,59.85568659750385,75.24348241411006
19.02897596774194,60.94981801479718,75.58826792885196
19.02897596774194,62.043949432090514,75.92603147340276
19.02897596774194,63.13808084938384,76.26114321400654
19.02897596774194,64.23221226667717,76.57975898839486
19.02897596774194,65.3263436839705,76.91229345809927
19.02897596774194,66.42047510126383,77.24882502676209
19.02897596774194,67.51460651855716,77.57622355443759
19.02897596774194,68.60873793585048,77.90354180651622
19.02897596774194,69.70286935314381,78.22380252606783
19.02897596774194,70.79700077043715,78.54629208245876
19.02897596774194,71.89113218773048,78.85704578006866
19.02897596774194,72.9852636050238,79.167091843766
19.02897596774194,74.07939502231714,79.4787899313186
19.02897596774194,75.17352643961047,79.776424899659
19.02897596774194,76.2676578569038,80.05499443674154
19.02897596774194,77.36178927419712,80.34465256380622
19.02897596774194,78.45592069149045,80.62181471274533
19.02897596774194,79.55005210878379,80.89614542836055
19.02897596774194,80.64418352607711,81.1746994094527
19.02897596774194,81.73831494337044,81.44721259083737
19.02897596774194,82.83244636066378,81.78412440150322
19.02897596774194,83.9265777779571,82.10498163311469
19.02897596774194,85.02070919525043,82.35151598996782
19.02897596774194,86.11484061254376,82.58343379895047
19.02897596774194,87.20897202983708,82.91598785450763
19.02897596774194,88.30310344713043,83.22488026147457
19.02897596774194,89.39723486442375,83.4593158636736
19.02897596774194,90.49136628171708,83.63667922200774
19.02897596774194,91.58549769901042,83.74554950692101
19.02897596774194,92.67962911630374,83.84596716106584
19.02897596774194,93.77376053359707,83.99364555504177
19.02897596774194,94.8678919508904,84.18914693996035
19.02897596774194,95.96202336818372,84.41579872527684
19.02897596774194,97.05615478547706,84.68269581379892
19.02897596774194,98.15028620277039,85.0490221885528
19.02897596774194,99.24441762006371,85.42616168350648
19.02897596774194,100.33854903735705,85.77427610953843
19.02897596774194,101.43268045465038,85.98749612000562
19.02897596774194,102.5268118719437,86.19122650973353
19.02897596774194,103.62094328923703,86.38993400424341
19.02897596774194,104.71507470653036,86.53814054381148
19.02897596774194,105.8092061238237,86.64597392942741
19.02897596774194,106.90333754111703,86.74487905982645
19.02897596774194,107.99746895841035,86.87369103530466
19.02897596774194,109.09160037570369,86.99642021679873
19.02897596774194,110.18573179299702,87.06056754192889
19.02897596774194,111.27986321029034,87.10391898677578
19.02897596774194,112.37399462758367,87.33101353110636
19.02897596774194,113.468126044877,87.73959604020794
19.02897596774194,114.56225746217034,88.18253234431161
