775
1	147	148	146	145	1.126098
2	148	149	146	145	0.144101
3	149	150	146	145	0.052994
4	150	151	146	145	0.020466
5	151	152	146	145	0.010943
6	152	153	146	145	0.005662
7	153	154	146	145	0.004080
8	154	155	146	145	0.002796
9	148	149	147	146	1.139029
10	149	150	147	146	0.185025
11	150	151	147	146	0.051839
12	151	152	147	146	0.023591
13	152	153	147	146	0.010924
14	153	154	147	146	0.007288
15	154	155	147	146	0.004440
16	155	156	147	146	0.003163
17	149	151	147	145	0.310287
18	151	153	147	145	0.051121
19	153	155	147	145	0.018587
20	155	157	147	145	0.007829
21	80	78	147	145	0.001418
22	78	76	147	145	0.001088
23	149	150	148	147	1.066560
24	150	151	148	147	0.157818
25	151	152	148	147	0.056006
26	152	153	148	147	0.022536
27	153	154	148	147	0.013566
28	154	155	148	147	0.008260
29	155	156	148	147	0.004821
30	150	152	148	146	0.289223
31	152	154	148	146	0.054298
32	154	156	148	146	0.020704
33	156	158	148	146	0.008533
34	158	160	148	146	0.005077
35	160	79	148	146	0.002661
36	79	77	148	146	0.001585
37	77	75	148	146	0.000880
38	151	154	148	145	0.154546
39	154	157	148	145	0.031614
40	157	160	148	145	0.011077
41	160	78	148	145	0.004619
42	78	75	148	145	0.002163
43	75	72	148	145	0.001132
44	72	69	148	145	0.000812
45	69	66	148	145	0.000667
46	150	151	149	148	0.776910
47	151	152	149	148	0.155993
48	152	153	149	148	0.049187
49	153	154	149	148	0.025848
50	154	155	149	148	0.013952
51	155	156	149	148	0.008084
52	156	157	149	148	0.004732
53	157	158	149	148	0.003124
54	151	153	149	147	0.283704
55	153	155	149	147	0.061639
56	155	157	149	147	0.021127
57	157	159	149	147	0.008997
58	159	80	149	147	0.004995
59	80	78	149	147	0.002718
60	78	76	149	147	0.001471
61	76	74	149	147	0.000892
62	152	155	149	146	0.155961
63	155	158	149	146	0.032476
64	158	80	149	146	0.011897
65	80	77	149	146	0.004770
66	77	74	149	146	0.002059
67	74	71	149	146	0.001191
68	71	68	149	146	0.001030
69	68	65	149	146	0.000619
70	153	157	149	145	0.109139
71	157	80	149	145	0.021492
72	80	76	149	145	0.006684
73	76	72	149	145	0.002497
74	72	68	149	145	0.001602
75	151	152	150	149	0.948857
76	152	153	150	149	0.158935
77	153	154	150	149	0.064544
78	154	155	150	149	0.030122
79	155	156	150	149	0.016019
80	156	157	150	149	0.008489
81	157	158	150	149	0.005615
82	158	159	150	149	0.003823
83	152	154	150	148	0.298376
84	154	156	150	148	0.068147
85	156	158	150	148	0.021955
86	158	160	150	148	0.011067
87	160	79	150	148	0.004995
88	79	77	150	148	0.002881
89	77	75	150	148	0.001517
90	75	73	150	148	0.001060
91	153	156	150	147	0.185182
92	156	159	150	147	0.035182
93	159	79	150	147	0.012690
94	79	76	150	147	0.004823
95	76	73	150	147	0.002236
96	73	70	150	147	0.001468
97	70	67	150	147	0.001078
98	154	158	150	146	0.119298
99	158	79	150	146	0.023799
100	79	75	150	146	0.006862
101	75	71	150	146	0.002536
102	152	153	151	150	0.722306
103	153	154	151	150	0.169415
104	154	155	151	150	0.062669
105	155	156	151	150	0.028438
106	156	157	151	150	0.014128
107	157	158	151	150	0.008369
108	158	159	151	150	0.005539
109	159	160	151	150	0.003919
110	153	155	151	149	0.326776
111	155	157	151	149	0.067008
112	157	159	151	149	0.023389
113	159	80	151	149	0.010965
114	80	78	151	149	0.004964
115	78	76	151	149	0.002925
116	76	74	151	149	0.001490
117	74	72	151	149	0.001072
118	154	157	151	148	0.186585
119	157	160	151	148	0.037659
120	160	78	151	148	0.011590
121	78	75	151	148	0.004857
122	75	72	151	148	0.002369
123	72	69	151	148	0.001555
124	69	66	151	148	0.001164
125	155	159	151	147	0.120576
126	159	78	151	147	0.023627
127	78	74	151	147	0.006763
128	74	70	151	147	0.003152
129	70	66	151	147	0.001965
130	153	154	152	151	0.703210
131	154	155	152	151	0.162954
132	155	156	152	151	0.059641
133	156	157	152	151	0.025932
134	157	158	152	151	0.014089
135	158	159	152	151	0.008627
136	159	160	152	151	0.005891
137	160	80	152	151	0.003183
138	154	156	152	150	0.313712
139	156	158	152	150	0.062518
140	158	160	152	150	0.023978
141	160	79	152	150	0.009306
142	79	77	152	150	0.004750
143	77	75	152	150	0.002401
144	75	73	152	150	0.001515
145	155	158	152	149	0.180755
146	158	80	152	149	0.038039
147	80	77	152	149	0.011598
148	77	74	152	149	0.004459
