860
1	147	148	146	145	1.013897
2	148	149	146	145	0.130599
3	149	150	146	145	0.051316
4	150	151	146	145	0.020019
5	151	152	146	145	0.011033
6	152	153	146	145	0.005801
7	153	154	146	145	0.004148
8	154	155	146	145	0.002826
9	148	149	147	146	1.030233
10	149	150	147	146	0.173862
11	150	151	147	146	0.049605
12	151	152	147	146	0.023435
13	152	153	147	146	0.011095
14	153	154	147	146	0.007363
15	154	155	147	146	0.004644
16	155	156	147	146	0.003159
17	149	150	148	147	0.976582
18	150	151	148	147	0.146432
19	151	152	148	147	0.054446
20	152	153	148	147	0.022533
21	153	154	148	147	0.013498
22	154	155	148	147	0.008187
23	155	156	148	147	0.004986
24	156	157	148	147	0.003266
25	150	152	148	146	0.273976
26	152	154	148	146	0.054477
27	154	156	148	146	0.020968
28	156	158	148	146	0.008482
29	158	160	148	146	0.005083
30	160	79	148	146	0.002677
31	79	77	148	146	0.001613
32	77	75	148	146	0.000856
33	151	154	148	145	0.153352
34	154	157	148	145	0.031902
35	157	160	148	145	0.011149
36	160	78	148	145	0.004624
37	78	75	148	145	0.002199
38	75	72	148	145	0.001089
39	72	69	148	145	0.000753
40	69	66	148	145	0.000636
41	150	151	149	148	0.686869
42	151	152	149	148	0.146313
43	152	153	149	148	0.047953
44	153	154	149	148	0.025225
45	154	155	149	148	0.013840
46	155	156	149	148	0.008074
47	156	157	149	148	0.004498
48	157	158	149	148	0.003179
49	151	153	149	147	0.271318
50	153	155	149	147	0.060738
51	155	157	149	147	0.020848
52	157	159	149	147	0.008943
53	80	78	149	147	0.002556
54	78	76	149	147	0.002195
55	152	155	149	146	0.154295
56	155	158	149	146	0.032362
57	158	80	149	146	0.011885
58	80	77	149	146	0.004758
59	77	74	149	146	0.002036
60	74	71	149	146	0.001099
61	71	68	149	146	0.000921
62	68	65	149	146	0.000708
63	153	157	149	145	0.108511
64	157	80	149	145	0.021614
65	80	76	149	145	0.006825
66	76	72	149	145	0.002245
67	72	68	149	145	0.001487
