DATE_TIME,PE,PRECIP,EFF_RAIN
2015-09-22,1.4,0.31,-1.0899999999999999
2015-09-23,1.6,0.53,-1.07
2015-09-24,1.6,0.39999999999999997,-1.2000000000000002
2015-09-25,1.5,0.06,-1.44
2015-09-26,1.2,0.0,-1.2
2015-09-27,1.2,0.1,-1.0999999999999999
2015-09-28,1.3,0.06,-1.24
2015-09-29,1.3,0.26,-1.04
2015-09-30,1.6,0.48,-1.12
2015-10-01,1.1,0.5399999999999999,-0.5600000000000002
2015-10-02,1.1,0.15000000000000002,-0.9500000000000001
2015-10-03,0.7,0.0,-0.7
2015-10-04,1.0,0.0,-1.0
2015-10-05,0.3,2.3800000000000003,2.0800000000000005
2015-10-06,0.7,15.810000000000004,15.110000000000005
2015-10-07,0.4,5.239999999999999,4.839999999999999
2015-10-08,1.0,0.0,-1.0
2015-10-09,1.0,0.0,-1.0
2015-10-10,0.8,0.0,-0.8
2015-10-11,1.1,0.0,-1.1
2015-10-12,0.7,1.9700000000000002,1.2700000000000002
2015-10-13,0.8,0.7,-0.10000000000000009
2015-10-14,1.0,0.0,-1.0
2015-10-15,0.8,2.89,2.09
2015-10-16,0.4,0.47,0.06999999999999995
2015-10-17,0.9,0.08,-0.8200000000000001
2015-10-18,0.5,1.9700000000000002,1.4700000000000002
2015-10-19,0.6,0.05,-0.5499999999999999
2015-10-20,0.7,0.0,-0.7
2015-10-21,1.1,4.53,3.43
2015-10-22,1.3,0.0,-1.3
2015-10-23,0.7,0.0,-0.7
2015-10-24,0.4,0.47,0.06999999999999995
2015-10-25,0.6,0.05,-0.5499999999999999
2015-10-26,0.6,0.05,-0.5499999999999999
2015-10-27,0.2,0.0,-0.2
2015-10-28,0.1,6.24,6.140000000000001
2015-10-29,0.2,2.92,2.7199999999999998
2015-10-30,0.3,8.379999999999999,8.079999999999998
2015-10-31,0.3,0.06,-0.24
2015-11-01,0.4,0.0,-0.4
2015-11-02,0.4,0.1,-0.30000000000000004
2015-11-03,0.2,0.0,-0.2
2015-11-04,0.2,0.16999999999999998,-0.030000000000000027
2015-11-05,0.1,4.76,4.66
2015-11-06,0.3,0.0,-0.3
2015-11-07,0.3,10.72,10.42
2015-11-08,0.2,8.73,8.530000000000001
2015-11-09,1.0,0.0,-1.0
2015-11-10,0.9,0.0,-0.9
2015-11-11,0.7,1.09,0.3900000000000001
2015-11-12,0.7,4.25,3.55
2015-11-13,0.7,2.66,1.9600000000000002
2015-11-14,0.3,6.22,5.92
2015-11-15,0.6,3.4999999999999996,2.8999999999999995
2015-11-16,1.2,0.0,-1.2
2015-11-17,0.4,4.77,4.369999999999999
2015-11-18,0.6,8.49,7.890000000000001
2015-11-19,0.4,0.0,-0.4
2015-11-20,0.3,0.0,-0.3
2015-11-21,0.4,6.669999999999999,6.269999999999999
2015-11-22,0.3,0.7899999999999999,0.48999999999999994
2015-11-23,0.4,4.44,4.04
2015-11-24,0.3,1.31,1.01
2015-11-25,0.3,0.0,-0.3
2015-11-26,0.2,0.08,-0.12000000000000001
2015-11-27,0.4,2.05,1.65
2015-11-28,0.3,1.5,1.2
2015-11-29,0.5,2.33,1.83
2015-11-30,0.3,8.909999999999998,8.609999999999998
2015-12-01,0.4,2.8499999999999996,2.4499999999999997
2015-12-02,0.8,0.08,-0.7200000000000001
2015-12-03,0.2,3.8999999999999995,3.6999999999999993
2015-12-04,0.8,0.0,-0.8
2015-12-05,1.8,0.44,-1.36
2015-12-06,0.8,0.72,-0.08000000000000007
2015-12-07,0.3,1.0100000000000002,0.7100000000000002
2015-12-08,0.5,1.9100000000000001,1.4100000000000001
2015-12-09,0.9,0.0,-0.9
2015-12-10,0.6,2.85,2.25
2015-12-11,0.2,0.26,0.06
2015-12-12,0.1,12.29,12.19
2015-12-13,0.3,0.49000000000000005,0.19000000000000006
2015-12-14,0.1,0.19,0.09
2015-12-15,0.1,0.6799999999999999,0.58
2015-12-16,0.2,1.32,1.12
2015-12-17,0.3,0.0,-0.3
2015-12-18,0.3,0.0,-0.3
2015-12-19,0.7,0.0,-0.7
2015-12-20,0.9,0.37,-0.53
2015-12-21,0.3,1.7100000000000002,1.4100000000000001
2015-12-22,0.7,1.4600000000000002,0.7600000000000002
2015-12-23,0.5,0.18,-0.32
2015-12-24,0.6,3.8000000000000003,3.2
2015-12-25,0.1,29.78,29.68
2015-12-26,0.5,40.67000000000001,40.17000000000001
2015-12-27,0.2,0.43,0.22999999999999998
2015-12-28,0.4,0.06,-0.34
2015-12-29,0.4,0.12,-0.28
2015-12-30,0.8,5.78,4.98
2015-12-31,0.4,3.9200000000000004,3.5200000000000005
2016-01-01,0.3,1.2300000000000002,0.9300000000000002
2016-01-02,0.2,2.92,2.7199999999999998
2016-01-03,0.2,8.419999999999998,8.219999999999999
2016-01-04,0.2,1.08,0.8800000000000001
2016-01-05,0.2,0.9299999999999999,0.73
2016-01-06,0.1,1.3000000000000003,1.2000000000000002
2016-01-07,0.2,13.940000000000001,13.740000000000002
2016-01-08,0.2,1.62,1.4200000000000002
2016-01-09,0.2,5.67,5.47
2016-01-10,0.5,0.44999999999999996,-0.050000000000000044
2016-01-11,0.1,0.0,-0.1
2016-01-12,0.2,2.57,2.3699999999999997
2016-01-13,0.2,1.4600000000000004,1.2600000000000005
2016-01-14,0.3,5.59,5.29
2016-01-15,0.2,0.0,-0.2
2016-01-16,0.2,0.0,-0.2
2016-01-17,0.3,0.0,-0.3
2016-01-18,0.3,0.0,-0.3
2016-01-19,0.3,0.28,-0.019999999999999962
2016-01-20,0.2,0.0,-0.2
2016-01-21,0.2,0.47000000000000003,0.27
2016-01-22,0.2,3.3100000000000005,3.1100000000000003
2016-01-23,0.2,1.99,1.79
2016-01-24,0.1,0.13,0.03
2016-01-25,0.5,0.05,-0.45
2016-01-26,0.7,0.06,-0.6399999999999999
2016-01-27,0.7,1.62,0.9200000000000002
2016-01-28,0.8,0.79,-0.010000000000000009
2016-01-29,1.4,0.0,-1.4
2016-01-30,0.7,0.52,-0.17999999999999994
2016-01-31,0.2,2.65,2.4499999999999997
2016-02-01,1.2,1.5,0.30000000000000004
2016-02-02,1.1,0.25,-0.8500000000000001
2016-02-03,0.5,0.0,-0.5
2016-02-04,0.6,1.0500000000000003,0.4500000000000003
2016-02-05,0.9,1.58,0.68
2016-02-06,0.3,9.850000000000003,9.550000000000002
2016-02-07,0.7,1.7400000000000002,1.0400000000000003
2016-02-08,0.6,1.1,0.5000000000000001
2016-02-09,0.6,0.0,-0.6
2016-02-10,0.5,0.0,-0.5
2016-02-11,0.4,0.0,-0.4
2016-02-12,0.4,0.0,-0.4
2016-02-13,0.6,1.7200000000000002,1.12
2016-02-14,0.5,3.0799999999999996,2.5799999999999996
2016-02-15,0.5,2.2600000000000002,1.7600000000000002
2016-02-16,0.9,0.39,-0.51
2016-02-17,0.2,13.640000000000002,13.440000000000003
2016-02-18,0.8,0.0,-0.8
2016-02-19,0.7,0.49999999999999994,-0.2
2016-02-20,0.8,0.34,-0.46
2016-02-21,0.6,1.99,1.3900000000000001
2016-02-22,0.6,0.0,-0.6
2016-02-23,0.7,0.0,-0.7
2016-02-24,0.7,0.0,-0.7
2016-02-25,0.7,0.0,-0.7
2016-02-26,0.7,0.0,-0.7
2016-02-27,0.5,0.0,-0.5
2016-02-28,0.9,0.0,-0.9
2016-02-29,0.9,0.36,-0.54
2016-03-01,0.5,1.3599999999999999,0.8599999999999999
2016-03-02,0.7,5.49,4.79
2016-03-03,0.9,1.9500000000000002,1.0500000000000003
2016-03-04,0.3,20.790000000000003,20.490000000000002
2016-03-05,0.8,3.9400000000000004,3.1400000000000006
2016-03-06,0.7,0.25,-0.44999999999999996
2016-03-07,1.0,0.0,-1.0
2016-03-08,0.4,0.0,-0.4
2016-03-09,0.3,25.930000000000007,25.630000000000006
2016-03-10,0.5,0.18,-0.32
2016-03-11,0.9,0.0,-0.9
