DATE_TIME,PE,VWC,PRECIP,Kc,EFF_RAIN
2014-07-30,1.9,34.9,0.0,0.6,-1.9
2014-07-31,2.2,36.7,1.6600000000000001,0.6,-0.54
2014-08-01,2.1,33.8,3.02,0.6,0.9199999999999999
2014-08-02,2.2,35.0,3.92,0.6,1.7199999999999998
2014-08-03,3.5,34.6,0.0,0.6,-3.5
2014-08-04,4.1,35.2,0.0,0.3,-4.1
2014-08-05,3.6,35.1,0.0,0.3,-3.6
2014-08-06,2.5,36.5,4.28,0.3,1.7800000000000002
2014-08-07,3.3,34.4,0.0,0.3,-3.3
2014-08-08,2.0,34.8,32.31,0.3,30.310000000000002
2014-08-09,3.4,38.8,0.05,0.3,-3.35
2014-08-10,1.1,39.0,19.35,0.3,18.25
2014-08-11,2.8,39.0,0.88,0.8,-1.92
2014-08-12,3.3,38.7,1.49,0.8,-1.8099999999999998
2014-08-13,2.7,40.1,0.8600000000000001,0.8,-1.84
2014-08-14,1.9,38.4,1.32,0.8,-0.5799999999999998
2014-08-15,2.4,37.0,0.0,0.8,-2.4
2014-08-16,2.0,37.6,0.0,0.8,-2.0
2014-08-17,3.1,36.4,0.78,0.8,-2.3200000000000003
2014-08-18,1.9,36.4,0.99,0.8,-0.9099999999999999
2014-08-19,2.0,36.6,1.6900000000000002,0.8,-0.30999999999999983
2014-08-20,2.2,37.1,0.0,0.8,-2.2
2014-08-21,1.1,39.9,2.94,0.8,1.8399999999999999
2014-08-22,2.2,40.5,1.1,0.8,-1.1
2014-08-23,2.0,38.2,0.91,0.8,-1.0899999999999999
2014-08-24,2.8,36.7,0.0,0.8,-2.8
2014-08-25,1.6,37.2,0.49,0.8,-1.11
2014-08-26,2.5,37.2,0.0,0.8,-2.5
2014-08-27,2.8,37.3,0.0,0.8,-2.8
2014-08-28,2.1,37.8,2.03,0.8,-0.07000000000000028
2014-08-29,1.9,36.6,0.0,0.8,-1.9
2014-08-30,2.8,33.6,0.38,0.8,-2.42
2014-08-31,2.1,34.4,0.0,0.8,-2.1
2014-09-01,1.5,34.4,1.4200000000000002,0.4,-0.07999999999999985
2014-09-02,2.1,34.0,0.0,0.4,-2.1
2014-09-03,1.6,34.0,0.0,0.4,-1.6
2014-09-04,1.8,34.9,0.0,0.4,-1.8
2014-09-05,2.1,34.2,0.0,0.4,-2.1
2014-09-06,0.6,35.9,6.060000000000001,0.4,5.460000000000002
2014-09-07,2.3,35.0,0.0,0.4,-2.3
2014-09-08,2.1,33.6,0.0,0.8,-2.1
2014-09-09,1.8,32.0,0.0,0.8,-1.8
2014-09-10,1.8,31.6,0.0,0.8,-1.8
2014-09-11,2.0,31.1,0.1,0.8,-1.9
2014-09-12,1.3,30.2,0.0,0.8,-1.3
2014-09-13,1.0,29.8,0.0,0.8,-1.0
2014-09-14,1.0,32.2,0.0,0.8,-1.0
2014-09-15,0.8,33.3,5.67,0.4,4.87
2014-09-16,1.0,34.5,0.0,0.4,-1.0
2014-09-17,0.9,33.8,0.0,0.4,-0.9
2014-09-18,1.2,33.6,0.0,0.4,-1.2
2014-09-19,0.5,33.3,0.38,0.4,-0.12
2014-09-20,0.5,33.8,0.46,0.4,-0.03999999999999998
2014-09-21,1.1,32.8,0.05,0.4,-1.05
2014-09-22,1.8,30.6,0.0,0.3,-1.8
2014-09-23,0.8,33.9,9.15,0.3,8.35
2014-09-24,1.5,35.2,1.1600000000000001,0.3,-0.33999999999999986
2014-09-25,1.0,37.7,0.0,0.3,-1.0
2014-09-26,1.8,35.3,0.18,0.3,-1.62
2014-09-27,1.6,33.6,0.05,0.3,-1.55
2014-09-28,1.1,30.9,0.0,0.3,-1.1
2014-09-29,0.8,34.3,5.41,0.4,4.61
2014-09-30,1.5,35.6,0.77,0.4,-0.73
2014-10-01,1.2,34.3,0.0,0.4,-1.2
2014-10-02,1.5,33.3,0.0,0.4,-1.5
2014-10-03,1.8,34.3,0.0,0.4,-1.8
2014-10-04,0.7,35.7,2.94,0.4,2.24
2014-10-05,1.3,35.0,0.0,0.4,-1.3
2014-10-06,0.6,35.9,10.510000000000002,0.3,9.910000000000002
2014-10-07,0.7,37.8,1.2100000000000002,0.3,0.5100000000000002
2014-10-08,0.8,37.2,3.18,0.3,2.38
2014-10-09,1.0,37.1,0.19,0.3,-0.81
2014-10-10,1.2,35.5,0.0,0.3,-1.2
2014-10-11,0.9,37.4,1.32,0.3,0.42000000000000004
2014-10-12,1.0,39.0,0.05,0.3,-0.95
2014-10-13,0.6,37.8,0.55,0.3,-0.04999999999999993
2014-10-14,0.4,39.0,4.130000000000001,0.3,3.730000000000001
2014-10-15,0.6,38.4,2.98,0.3,2.38
2014-10-16,1.0,43.9,7.86,0.3,6.86
2014-10-17,1.1,39.0,1.05,0.3,-0.050000000000000044
2014-10-18,1.0,44.4,1.09,0.3,0.09000000000000008
2014-10-19,1.4,40.0,0.0,0.3,-1.4
2014-10-20,0.5,40.2,1.19,0.8,0.69
2014-10-21,1.2,39.0,1.85,0.8,0.6500000000000001
2014-10-22,0.7,37.7,0.37,0.8,-0.32999999999999996
2014-10-23,1.0,39.7,0.0,0.8,-1.0
2014-10-24,0.7,40.1,0.0,0.8,-0.7
2014-10-25,1.1,38.7,0.0,0.8,-1.1
2014-10-26,1.6,37.9,0.0,0.8,-1.6
2014-10-27,0.9,40.8,0.0,0.6,-0.9
2014-10-28,0.7,41.4,2.6300000000000003,0.6,1.9300000000000004
2014-10-29,0.7,40.0,0.0,0.6,-0.7
2014-10-30,0.3,40.7,3.1399999999999992,0.6,2.8399999999999994
2014-10-31,0.6,39.0,0.0,0.6,-0.6
2014-11-01,1.3,39.5,0.0,0.6,-1.3
2014-11-02,0.8,37.4,0.15,0.6,-0.65
2014-11-03,0.8,36.0,0.8600000000000001,0.3,0.06000000000000005
2014-11-04,0.4,35.4,0.0,0.3,-0.4
2014-11-05,0.6,36.9,0.35,0.3,-0.25
2014-11-06,0.8,36.1,0.32,0.3,-0.48000000000000004
2014-11-07,0.5,39.9,18.459999999999997,0.3,17.959999999999997
2014-11-08,0.3,43.9,5.41,0.3,5.11
2014-11-09,0.3,41.9,0.0,0.3,-0.3
2014-11-10,0.2,42.3,0.0,0.3,-0.2
2014-11-11,0.7,40.3,0.8800000000000001,0.3,0.18000000000000016
2014-11-12,0.5,44.0,3.21,0.3,2.71
2014-11-13,0.6,42.6,0.05,0.3,-0.5499999999999999
2014-11-14,0.3,45.4,13.110000000000001,0.3,12.81
2014-11-15,0.3,43.2,0.1,0.3,-0.19999999999999998
2014-11-16,0.2,45.1,7.34,0.3,7.14
2014-11-17,0.4,50.3,7.869999999999999,0.3,7.469999999999999
2014-11-18,0.3,47.1,0.12,0.3,-0.18
2014-11-19,0.2,47.4,0.46,0.3,0.26
2014-11-20,0.1,45.3,0.0,0.3,-0.1
2014-11-21,0.4,48.5,3.51,0.3,3.11
2014-11-22,0.2,51.8,5.71,0.3,5.51
2014-11-23,0.3,46.1,2.7100000000000004,0.3,2.4100000000000006
2014-11-24,0.2,47.0,0.0,0.4,-0.2
2014-11-25,0.2,49.7,0.0,0.4,-0.2
2014-11-26,0.2,48.3,4.92,0.4,4.72
2014-11-27,0.1,46.6,6.429999999999999,0.4,6.329999999999999
2014-11-28,0.1,47.5,0.47,0.4,0.37
2014-11-29,0.3,48.2,1.05,0.4,0.75
2014-11-30,0.2,49.5,0.32000000000000006,0.4,0.12000000000000005
2014-12-01,0.2,46.8,0.0,0.8,-0.2
2014-12-02,0.3,46.0,0.25,0.8,-0.04999999999999999
2014-12-03,0.1,47.0,0.0,0.8,-0.1
2014-12-04,0.3,45.5,0.0,0.8,-0.3
2014-12-05,0.2,45.6,0.0,0.8,-0.2
2014-12-06,0.3,44.9,0.0,0.8,-0.3
2014-12-07,0.3,45.2,0.08,0.8,-0.21999999999999997
2014-12-08,0.1,43.8,0.0,0.3,-0.1
2014-12-09,0.4,47.5,1.2100000000000002,0.3,0.8100000000000002
2014-12-10,0.5,43.6,9.42,0.3,8.92
2014-12-11,0.5,47.9,3.0999999999999996,0.3,2.5999999999999996
2014-12-12,0.4,46.2,5.789999999999999,0.3,5.389999999999999
2014-12-13,0.1,45.4,0.0,0.3,-0.1
2014-12-14,0.4,48.9,0.0,0.3,-0.4
2014-12-15,0.2,50.9,0.14,0.6,-0.06
2014-12-16,0.1,49.8,4.870000000000001,0.6,4.770000000000001
2014-12-17,0.2,54.5,0.72,0.6,0.52
2014-12-18,0.2,46.8,0.51,0.6,0.31
2014-12-19,0.5,47.0,0.0,0.6,-0.5
2014-12-20,0.2,46.2,0.0,0.6,-0.2
2014-12-21,0.7,45.7,0.0,0.6,-0.7
2014-12-22,1.2,46.7,0.1,0.4,-1.0999999999999999
2014-12-23,0.8,43.5,1.07,0.4,0.27
2014-12-24,0.2,46.7,0.54,0.4,0.34
2014-12-25,0.3,45.5,0.41000000000000003,0.4,0.11000000000000004
2014-12-26,0.3,46.4,6.929999999999999,0.4,6.629999999999999
2014-12-27,0.3,48.5,2.5,0.4,2.2
2014-12-28,0.1,52.6,0.0,0.4,-0.1
2014-12-29,0.1,47.0,0.0,0.8,-0.1
2014-12-30,0.3,49.0,0.08,0.8,-0.21999999999999997
2014-12-31,0.2,51.1,0.0,0.8,-0.2
2015-01-01,0.6,49.1,0.16999999999999998,0.8,-0.43
2015-01-02,0.6,46.4,0.08,0.8,-0.52
2015-01-03,0.3,44.6,0.0,0.8,-0.3
2015-01-04,0.1,44.2,0.0,0.8,-0.1
2015-01-05,0.2,49.0,0.0,0.8,-0.2
2015-01-06,0.2,48.9,0.0,0.8,-0.2
2015-01-07,0.5,50.7,0.25,0.8,-0.25
2015-01-08,0.4,47.8,0.0,0.8,-0.4
2015-01-09,1.2,42.8,0.07,0.8,-1.13
2015-01-10,1.0,41.6,0.07,0.8,-0.9299999999999999
2015-01-11,0.7,42.9,0.0,0.8,-0.7
2015-01-12,0.7,42.6,0.28,0.8,-0.41999999999999993
2015-01-13,0.3,43.8,0.0,0.8,-0.3
2015-01-14,0.6,44.0,1.82,0.8,1.2200000000000002
2015-01-15,1.1,48.8,2.0100000000000002,0.8,0.9100000000000001
2015-01-16,0.3,49.4,0.47,0.8,0.16999999999999998
2015-01-17,0.4,47.5,0.5900000000000001,0.8,0.19000000000000006
2015-01-18,0.5,47.9,1.18,0.8,0.6799999999999999
2015-01-19,0.2,54.2,0.32999999999999996,0.8,0.12999999999999995
2015-01-20,0.4,51.4,0.0,0.8,-0.4
2015-01-21,0.3,47.2,2.08,0.8,1.78
2015-01-22,0.2,48.7,0.27,0.8,0.07
2015-01-23,0.4,52.7,0.54,0.8,0.14
2015-01-24,0.3,50.4,0.0,0.8,-0.3
2015-01-25,0.3,50.2,0.0,0.8,-0.3
2015-01-26,0.2,49.6,0.0,0.4,-0.2
2015-01-27,0.4,46.5,0.0,0.4,-0.4
2015-01-28,0.7,46.8,1.57,0.4,0.8700000000000001
2015-01-29,0.0,-9999.0,0.1,0.4,0.1
2015-01-30,0.0,-9999.0,0.0,0.4,0.0
2015-01-31,0.0,-9999.0,5.09,0.4,5.09
2015-02-01,0.0,-9999.0,1.2700000000000002,0.4,1.2700000000000002
2015-02-02,0.0,-9999.0,0.28,0.8,0.28
2015-02-03,0.0,-9999.0,2.0100000000000002,0.8,2.0100000000000002
2015-02-04,0.0,-9999.0,2.7,0.8,2.7
2015-02-05,0.0,-9999.0,0.66,0.8,0.66
2015-02-06,0.0,-9999.0,0.0,0.8,0.0
2015-02-07,0.0,-9999.0,0.0,0.8,0.0
2015-02-08,0.0,-9999.0,0.0,0.8,0.0
2015-02-09,0.0,-9999.0,0.0,0.8,0.0
2015-02-10,0.0,-9999.0,0.05,0.8,0.05
2015-02-11,0.0,-9999.0,0.0,0.8,0.0
2015-02-12,0.0,-9999.0,0.0,0.8,0.0
2015-02-13,0.0,-9999.0,0.47,0.8,0.47
2015-02-14,0.0,-9999.0,0.22,0.8,0.22
2015-02-15,0.0,-9999.0,0.0,0.8,0.0
2015-02-16,0.0,-9999.0,1.4200000000000002,0.8,1.4200000000000002
2015-02-17,0.0,-9999.0,0.0,0.8,0.0
2015-02-18,1.0,53.2,0.0,0.8,-1.0
2015-02-19,0.6,50.3,1.5599999999999998,0.8,0.9599999999999999
2015-02-20,0.5,52.5,0.0,0.8,-0.5
2015-02-21,0.7,47.2,0.0,0.8,-0.7
2015-02-22,0.4,50.3,2.14,0.8,1.7400000000000002
2015-02-23,1.3,52.3,0.37,0.8,-0.93
2015-02-24,0.8,48.1,0.6500000000000001,0.8,-0.1499999999999999
2015-02-25,1.1,52.1,2.27,0.8,1.17
2015-02-26,0.7,53.9,0.9700000000000002,0.8,0.27000000000000024
2015-02-27,1.1,47.5,0.0,0.8,-1.1
2015-02-28,1.0,52.7,0.63,0.8,-0.37
2015-03-01,1.2,48.2,1.88,0.8,0.6799999999999999
2015-03-02,0.8,46.0,1.08,0.8,0.28
2015-03-03,1.1,48.4,1.1,0.8,0.0
2015-03-04,1.1,48.9,0.0,0.8,-1.1
2015-03-05,0.9,48.3,0.0,0.8,-0.9
2015-03-06,1.9,50.8,0.0,0.8,-1.9
2015-03-07,1.9,47.3,0.0,0.8,-1.9
2015-03-08,1.0,48.4,0.0,0.8,-1.0
2015-03-09,0.6,47.9,1.7800000000000002,0.8,1.1800000000000002
2015-03-10,1.2,47.6,0.0,0.8,-1.2
2015-03-11,1.0,45.1,0.8700000000000001,0.8,-0.1299999999999999
2015-03-12,1.9,47.3,0.1,0.8,-1.7999999999999998
2015-03-13,0.9,51.4,2.4799999999999995,0.8,1.5799999999999996
2015-03-14,0.8,46.7,0.0,0.8,-0.8
2015-03-15,0.9,47.2,0.0,0.8,-0.9
2015-03-16,0.4,44.6,0.0,0.8,-0.4
2015-03-17,0.9,47.8,0.13,0.8,-0.77
2015-03-18,0.5,49.6,0.05,0.8,-0.45
2015-03-19,0.6,50.7,0.0,0.8,-0.6
2015-03-20,1.2,48.7,0.0,0.8,-1.2
2015-03-21,1.2,45.4,0.0,0.8,-1.2
2015-03-22,1.3,45.8,0.0,0.8,-1.3
2015-03-23,1.1,46.3,0.0,0.4,-1.1
2015-03-24,1.4,43.4,0.94,0.4,-0.45999999999999996
2015-03-25,1.6,47.3,0.13,0.4,-1.4700000000000002
2015-03-26,1.2,45.8,3.0900000000000003,0.4,1.8900000000000003
2015-03-27,1.5,43.2,0.0,0.4,-1.5
2015-03-28,1.0,45.4,1.51,0.4,0.51
2015-03-29,1.1,46.6,5.140000000000001,0.4,4.040000000000001
2015-03-30,1.6,45.0,4.039999999999999,0.6,2.439999999999999
2015-03-31,1.8,42.0,1.05,0.6,-0.75
2015-04-01,1.6,46.3,0.1,0.6,-1.5
2015-04-02,1.9,-9999.0,0.0,0.6,-1.9
2015-04-03,0.6,50.3,4.349999999999999,0.6,3.7499999999999987
2015-04-04,1.3,48.3,0.0,0.6,-1.3
2015-04-05,1.8,51.6,0.0,0.6,-1.8
2015-04-06,1.9,52.1,0.0,0.8,-1.9
2015-04-07,2.5,46.5,0.0,0.8,-2.5
2015-04-08,1.9,47.2,0.0,0.8,-1.9
2015-04-09,2.1,45.0,0.0,0.8,-2.1
2015-04-10,2.6,44.6,0.0,0.8,-2.6
2015-04-11,2.7,44.7,0.37,0.8,-2.33
2015-04-12,1.0,43.5,0.9100000000000001,0.8,-0.08999999999999986
2015-04-13,2.2,39.4,0.0,0.8,-2.2
2015-04-14,2.2,42.3,0.0,0.8,-2.2
2015-04-15,0.9,43.7,0.0,0.8,-0.9
2015-04-16,1.7,40.5,0.0,0.8,-1.7
2015-04-17,2.3,39.1,0.0,0.8,-2.3
2015-04-18,2.3,38.1,0.05,0.8,-2.25
2015-04-19,1.7,39.5,1.04,0.8,-0.6599999999999999
2015-04-20,2.2,40.2,0.0,0.8,-2.2
2015-04-21,2.9,38.8,0.0,0.8,-2.9
2015-04-22,2.5,35.7,0.0,0.8,-2.5
2015-04-23,2.0,35.0,0.0,0.8,-2.0
2015-04-24,2.5,35.1,0.0,0.8,-2.5
2015-04-25,1.6,35.2,1.8199999999999998,0.8,0.21999999999999975
2015-04-26,3.1,33.9,0.0,0.8,-3.1
2015-04-27,3.0,33.5,0.36,0.3,-2.64
2015-04-28,2.5,32.0,0.12,0.3,-2.38
