DATE_TIME,VWC,D86_75M
2016-08-30 00:00:00,38.77,19.5
2016-08-31 00:00:00,35.93,20.28
2016-09-01 00:00:00,35.15,20.52
2016-09-02 00:00:00,34.71,20.65
2016-09-03 00:00:00,35.83,20.31
2016-09-04 00:00:00,39.03,19.44
2016-09-05 00:00:00,-9999,-9999
2016-09-06 00:00:00,36.87,20.01
2016-09-07 00:00:00,37.52,19.83
2016-09-08 00:00:00,38.49,19.58
2016-09-09 00:00:00,35.77,20.33
2016-09-10 00:00:00,33.34,21.09
2016-09-11 00:00:00,34.33,20.77
2016-09-12 00:00:00,31.72,21.66
2016-09-13 00:00:00,32.44,21.4
2016-09-14 00:00:00,33.18,21.15
2016-09-15 00:00:00,33.54,21.03
2016-09-16 00:00:00,30.31,22.19
2016-09-17 00:00:00,31.67,21.68
2016-09-18 00:00:00,32.06,21.54
2016-09-19 00:00:00,29.85,22.38
2016-09-20 00:00:00,32.74,21.3
2016-09-21 00:00:00,33.16,21.16
2016-09-22 00:00:00,31.41,21.77
2016-09-23 00:00:00,29.24,22.63
2016-09-24 00:00:00,30.33,22.18
2016-09-25 00:00:00,30.79,22.01
2016-09-26 00:00:00,34,20.88
2016-09-27 00:00:00,35.89,20.3
2016-09-28 00:00:00,-9999,-9999
2016-09-29 00:00:00,33.47,21.05
2016-09-30 00:00:00,31.18,21.86
2016-10-01 00:00:00,31.47,21.75
2016-10-02 00:00:00,31.74,21.65
2016-10-03 00:00:00,28.89,22.77
2016-10-04 00:00:00,30.28,22.2
2016-10-05 00:00:00,-9999,-9999
2016-10-06 00:00:00,29.99,22.32
2016-10-07 00:00:00,27.93,23.19
2016-10-08 00:00:00,29.3,22.6
2016-10-09 00:00:00,29.87,22.37
2016-10-10 00:00:00,30.36,22.17
2016-10-11 00:00:00,30.77,22.01
2016-10-12 00:00:00,30.59,22.08
2016-10-13 00:00:00,34.86,20.6
2016-10-14 00:00:00,35.01,20.56
2016-10-15 00:00:00,35.26,20.48
2016-10-16 00:00:00,34.75,20.64
2016-10-17 00:00:00,36.66,20.07
2016-10-18 00:00:00,35.94,20.28
2016-10-19 00:00:00,-9999,-9999
2016-10-20 00:00:00,38.56,19.56
2016-10-21 00:00:00,36.95,19.99
2016-10-22 00:00:00,38.96,19.45
2016-10-23 00:00:00,39.73,19.26
2016-10-24 00:00:00,39.02,19.44
2016-10-25 00:00:00,38.2,19.65
2016-10-26 00:00:00,36.59,20.09
2016-10-27 00:00:00,40.16,19.16
2016-10-28 00:00:00,35.34,20.46
2016-10-29 00:00:00,35.01,20.56
2016-10-30 00:00:00,37.71,19.78
2016-10-31 00:00:00,34.93,20.58
2016-11-01 00:00:00,37.54,19.83
2016-11-02 00:00:00,33.97,20.89
2016-11-03 00:00:00,35.1,20.53
2016-11-04 00:00:00,35.83,20.31
2016-11-05 00:00:00,38.5,19.57
2016-11-06 00:00:00,39.86,19.23
2016-11-07 00:00:00,40.11,19.17
2016-11-08 00:00:00,42.77,18.56
2016-11-09 00:00:00,41.63,18.81
2016-11-10 00:00:00,42.1,18.7
2016-11-11 00:00:00,39.08,19.42
2016-11-12 00:00:00,41.48,18.85
2016-11-13 00:00:00,41.4,18.86
2016-11-14 00:00:00,-9999,-9999
2016-11-15 00:00:00,42.34,18.65
2016-11-16 00:00:00,40.01,19.19
2016-11-17 00:00:00,43.9,18.32
2016-11-18 00:00:00,42.97,18.51
2016-11-19 00:00:00,43.48,18.4
2016-11-20 00:00:00,41.6,18.82
2016-11-21 00:00:00,42.22,18.68
2016-11-22 00:00:00,-9999,-9999
2016-11-23 00:00:00,-9999,-9999
2016-11-24 00:00:00,38.92,19.46
2016-11-25 00:00:00,39.79,19.24
2016-11-26 00:00:00,45.15,18.06
2016-11-27 00:00:00,41.89,18.75
2016-11-28 00:00:00,43.11,18.48
2016-11-29 00:00:00,41.41,18.86
2016-11-30 00:00:00,41.26,18.9
2016-12-01 00:00:00,-9999,-9999
2016-12-02 00:00:00,43.08,18.49
2016-12-03 00:00:00,43.09,18.49
2016-12-04 00:00:00,-9999,-9999
2016-12-05 00:00:00,43.79,18.34
2016-12-06 00:00:00,45.99,17.9
2016-12-07 00:00:00,-9999,-9999
2016-12-08 00:00:00,47.94,17.54
2016-12-09 00:00:00,-9999,-9999
2016-12-10 00:00:00,-9999,-9999
2016-12-11 00:00:00,43.56,18.39
2016-12-12 00:00:00,47.2,17.68
2016-12-13 00:00:00,49.95,17.2
2016-12-14 00:00:00,-9999,-9999
2016-12-15 00:00:00,49.91,17.21
2016-12-16 00:00:00,51,17.03
2016-12-17 00:00:00,45.84,17.93
2016-12-18 00:00:00,45.31,18.03
2016-12-19 00:00:00,43.69,18.36
2016-12-20 00:00:00,41.89,18.75
2016-12-21 00:00:00,-9999,-9999
2016-12-22 00:00:00,47.37,17.65
2016-12-23 00:00:00,46.05,17.89
2016-12-24 00:00:00,46.65,17.78
2016-12-25 00:00:00,46.25,17.85
2016-12-26 00:00:00,44.88,18.12
2016-12-27 00:00:00,43.59,18.38
2016-12-28 00:00:00,41.06,18.94
2016-12-29 00:00:00,45.45,18.01
2016-12-30 00:00:00,49.81,17.22
2016-12-31 00:00:00,48.31,17.48
