x,y,z
19.02897596774194,-2.5098041882159388,58.858304163416626
19.02897596774194,-1.4156727709226091,59.04421076847463
19.02897596774194,-0.3215413536292795,59.26745313820848
19.02897596774194,0.7725900636640501,59.49767022710565
19.02897596774194,1.8667214809573798,59.733209806125686
19.02897596774194,2.9608528982507094,59.962789609341556
19.02897596774194,4.054984315544039,60.19800418035108
19.02897596774194,5.149115732837369,60.441565377819664
19.02897596774194,6.243247150130698,60.69163875792137
19.02897596774194,7.337378567424028,60.95059417551212
19.02897596774194,8.431509984717358,61.21337427576522
19.02897596774194,9.525641402010688,61.435972800873934
19.02897596774194,10.619772819304018,61.71460904142251
19.02897596774194,11.713904236597347,61.98357342663933
19.02897596774194,12.808035653890677,62.245859724845744
19.02897596774194,13.902167071184007,62.51616216063394
19.02897596774194,14.996298488477336,62.80694999092853
19.02897596774194,16.090429905770666,63.09231063394114
19.02897596774194,17.184561323063996,63.368791358879
19.02897596774194,18.278692740357325,63.63040841296807
19.02897596774194,19.372824157650655,63.90584766420675
19.02897596774194,20.466955574943984,64.18867600112436
19.02897596774194,21.561086992237314,64.486603919326
19.02897596774194,22.655218409530644,64.77522276691013
19.02897596774194,23.749349826823973,65.05635022756765
19.02897596774194,24.843481244117303,65.36724551183718
19.02897596774194,25.937612661410633,65.69223865187425
19.02897596774194,27.031744078703962,65.99311243919804
19.02897596774194,28.125875495997292,66.22971186471013
19.02897596774194,29.22000691329062,66.47789919928329
19.02897596774194,30.31413833058395,66.76214131130389
19.02897596774194,31.408269747877284,67.04625424893902
19.02897596774194,32.50240116517061,67.36578861573535
19.02897596774194,33.59653258246394,67.66165851897694
19.02897596774194,34.69066399975727,67.95533621907252
19.02897596774194,35.7847954170506,68.24440730786854
19.02897596774194,36.87892683434393,68.5127343577141
19.02897596774194,37.973058251637255,68.81151032738062
19.02897596774194,39.06718966893059,69.11098781238768
19.02897596774194,40.16132108622392,69.405060271135
19.02897596774194,41.25545250351725,69.70703134006027
19.02897596774194,42.34958392081057,70.01567569046472
19.02897596774194,43.44371533810391,70.31888169928462
19.02897596774194,44.53784675539724,70.61092085947917
19.02897596774194,45.631978172690566,70.91232458528478
19.02897596774194,46.72610958998389,71.22464324188996
19.02897596774194,47.820241007277225,71.53978003675898
19.02897596774194,48.91437242457056,71.86014273013534
19.02897596774194,50.008503841863885,72.19284569979733
19.02897596774194,51.10263525915721,72.51878611037917
19.02897596774194,52.196766676450544,72.85832278509582
19.02897596774194,53.29089809374388,73.19358936855656
19.02897596774194,54.3850295110372,73.52512157392023
19.02897596774194,55.47916092833053,73.87662157829595
19.02897596774194,56.57329234562386,74.21109807700958
19.02897596774194,57.667423762917196,74.56400515277282
19.02897596774194,58.76155518021052,74.90221524129136
19.02897596774194,59.85568659750385,75.23642259041237
19.02897596774194,60.94981801479718,75.57293104428673
19.02897596774194,62.043949432090514,75.90979960208676
19.02897596774194,63.13808084938384,76.24574921640958
19.02897596774194,64.23221226667717,76.57291616539385
19.02897596774194,65.3263436839705,76.90686502793791
19.02897596774194,66.42047510126383,77.24037586705822
19.02897596774194,67.51460651855716,77.57069407317864
19.02897596774194,68.60873793585048,77.89812976918327
19.02897596774194,69.70286935314381,78.22552390800311
19.02897596774194,70.79700077043715,78.54172997908599
19.02897596774194,71.89113218773048,78.85911522791733
19.02897596774194,72.9852636050238,79.16555717487921
19.02897596774194,74.07939502231714,79.47457110520307
19.02897596774194,75.17352643961047,79.77935141929737
19.02897596774194,76.2676578569038,80.06273644441171
19.02897596774194,77.36178927419712,80.34341652878894
19.02897596774194,78.45592069149045,80.62549018291702
19.02897596774194,79.55005210878379,80.90198186487419
19.02897596774194,80.64418352607711,81.18067108538654
19.02897596774194,81.73831494337044,81.45269778752288
19.02897596774194,82.83244636066378,81.78863199275442
19.02897596774194,83.9265777779571,82.11077256867682
19.02897596774194,85.02070919525043,82.35825420152648
19.02897596774194,86.11484061254376,82.58852183421165
19.02897596774194,87.20897202983708,82.92010308266303
19.02897596774194,88.30310344713043,83.23091752732978
19.02897596774194,89.39723486442375,83.4684112644823
19.02897596774194,90.49136628171708,83.64647563354063
19.02897596774194,91.58549769901042,83.75523696093015
19.02897596774194,92.67962911630374,83.85761061788924
19.02897596774194,93.77376053359707,84.006104664546
