83.87570621468926, 82.08144796380091
95.26553672316383, 81.44796380090497
107.92090395480226, 79.54751131221721
124.2146892655367, 77.64705882352942
137.9774011299435, 76.38009049773757
151.5819209039548, 75.2714932126697
158.70056497175142, 74.79638009049773
158.54237288135593, 45.33936651583711
141.9322033898305, 47.23981900452489
125.1638418079096, 49.29864253393666
110.92655367231637, 50.7239819004525
90.6779661016949, 52.624434389140276
77.38983050847457, 54.04977375565612
62.67796610169491, 55
43.536723163841806, 55.31674208144797
23.129943502824858, 56.26696832579186
12.847457627118644, 57.05882352941177
4.146892655367232, 57.37556561085974
3.6723163841807906, 64.81900452488689
76.44067796610169, 83.9819004524887
