87.7607025246981,83.0769230769231
98.0570801317234,80
110.504939626784,76.6153846153846
124.028540065862,74.9230769230769
136.476399560922,74.6153846153846
146.004390779363,74.4615384615385
154.763995609221,74
179.813391877058,73.2307692307692
183.655323819978,73.2307692307692
183.194291986828,25.2307692307692
139.242590559824,30.1538461538462
111.119648737651,33.3846153846154
96.827661909989,34.7692307692308
78.0790340285401,37.5384615384615
53.9517014270033,41.3846153846154
37.5082327113063,43.5384615384615
24.4456641053787,44.7692307692308
13.0735455543359,46
-10.7793633369923,47.2307692307692
-10.5477497255763,73.6923076923077
60.8671789242591,89.2307692307692
79.615806805708,88.7692307692308
